date_mutation,commune,type_local,surface_reelle_bati,valeur_fonciere,prix_m2
04/11/2024,TOULON,Appartement,40.0,83000.0,2075.0
29/10/2024,TOULON,Appartement,51.0,139200.0,2729.41
23/10/2024,TOULON,Appartement,60.0,79000.0,1316.67
05/11/2024,TOULON,Appartement,39.0,126500.0,3243.59
05/11/2024,TOULON,Appartement,69.0,126500.0,1833.33
04/11/2024,TOULON,Appartement,53.0,208633.0,3936.47
04/11/2024,TOULON,Appartement,112.0,275000.0,2455.36
24/10/2024,TOULON,Maison,140.0,562000.0,4014.29
31/10/2024,TOULON,Appartement,65.0,150000.0,2307.69
08/11/2024,TOULON,Appartement,43.0,100000.0,2325.58
30/10/2024,TOULON,Appartement,61.0,163000.0,2672.13
22/10/2024,TOULON,Appartement,38.0,105000.0,2763.16
29/10/2024,TOULON,Appartement,81.0,175000.0,2160.49
08/11/2024,TOULON,Appartement,27.0,62000.0,2296.3
21/10/2024,TOULON,Appartement,79.0,151000.0,1911.39
05/11/2024,TOULON,Appartement,75.0,148000.0,1973.33
29/10/2024,TOULON,Appartement,52.0,153000.0,2942.31
22/10/2024,TOULON,Appartement,82.0,238250.0,2905.49
08/11/2024,TOULON,Appartement,64.0,68000.0,1062.5
21/10/2024,TOULON,Maison,43.0,295100.0,6862.79
24/10/2024,TOULON,Appartement,50.0,190000.0,3800.0
28/10/2024,TOULON,Appartement,18.0,10000.0,555.56
31/10/2024,TOULON,Appartement,85.0,198000.0,2329.41
06/11/2024,TOULON,Appartement,78.0,174250.0,2233.97
04/10/2024,TOULON,Appartement,48.0,207600.0,4325.0
14/11/2024,TOULON,Appartement,49.0,86000.0,1755.1
31/10/2024,TOULON,Appartement,54.0,130000.0,2407.41
08/11/2024,TOULON,Appartement,94.0,333000.0,3542.55
15/11/2024,TOULON,Appartement,19.0,57000.0,3000.0
18/10/2024,TOULON,Appartement,35.0,84600.0,2417.14
24/10/2024,TOULON,Appartement,73.0,190000.0,2602.74
24/10/2024,TOULON,Appartement,43.0,60000.0,1395.35
25/10/2024,TOULON,Appartement,43.0,60000.0,1395.35
31/10/2024,TOULON,Maison,160.0,390000.0,2437.5
23/10/2024,TOULON,Appartement,32.0,45000.0,1406.25
14/11/2024,TOULON,Appartement,61.0,169000.0,2770.49
21/10/2024,TOULON,Appartement,62.0,63045.0,1016.85
12/11/2024,TOULON,Appartement,68.0,125000.0,1838.24
08/11/2024,TOULON,Appartement,72.0,260000.0,3611.11
08/11/2024,TOULON,Appartement,82.0,140629.7,1715.0
12/11/2024,TOULON,Appartement,41.0,149550.0,3647.56
04/11/2024,TOULON,Maison,120.0,1150000.0,9583.33
18/11/2024,TOULON,Appartement,72.0,103500.0,1437.5
31/10/2024,TOULON,Appartement,69.0,180000.0,2608.7
04/11/2024,TOULON,Maison,157.0,955000.0,6082.8
04/11/2024,TOULON,Maison,157.0,955000.0,6082.8
14/11/2024,TOULON,Appartement,40.0,198000.0,4950.0
05/11/2024,TOULON,Appartement,79.0,117000.0,1481.01
04/11/2024,TOULON,Appartement,56.0,157000.0,2803.57
25/10/2024,TOULON,Appartement,120.0,347820.0,2898.5
05/11/2024,TOULON,Appartement,23.0,66500.0,2891.3
13/11/2024,TOULON,Appartement,32.0,88000.0,2750.0
29/10/2024,TOULON,Maison,141.0,682390.0,4839.65
05/11/2024,TOULON,Appartement,60.0,41240.0,687.33
24/10/2024,TOULON,Appartement,65.0,180000.0,2769.23
14/11/2024,TOULON,Appartement,42.0,97225.0,2314.88
18/11/2024,TOULON,Appartement,19.0,71000.0,3736.84
14/11/2024,TOULON,Appartement,38.0,113000.0,2973.68
05/11/2024,TOULON,Appartement,21.0,85000.0,4047.62
13/11/2024,TOULON,Appartement,33.0,40000.0,1212.12
29/10/2024,TOULON,Appartement,42.0,114000.0,2714.29
05/11/2024,TOULON,Appartement,25.0,65000.0,2600.0
06/11/2024,TOULON,Appartement,74.0,160000.0,2162.16
29/10/2024,TOULON,Appartement,62.0,132000.0,2129.03
15/11/2024,TOULON,Appartement,59.0,122000.0,2067.8
15/11/2024,TOULON,Appartement,67.0,183000.0,2731.34
15/11/2024,TOULON,Appartement,66.0,205000.0,3106.06
08/11/2024,TOULON,Maison,68.0,272000.0,4000.0
15/11/2024,TOULON,Appartement,74.0,707350.0,9558.78
29/10/2024,TOULON,Maison,73.0,225000.0,3082.19
28/10/2024,TOULON,Appartement,65.0,227000.0,3492.31
13/11/2024,TOULON,Appartement,67.0,180000.0,2686.57
28/10/2024,TOULON,Appartement,32.0,177150.0,5535.94
25/10/2024,TOULON,Appartement,94.0,453700.0,4826.6
05/11/2024,TOULON,Appartement,55.0,95000.0,1727.27
15/11/2024,TOULON,Appartement,63.0,135000.0,2142.86
22/08/2024,TOULON,Maison,70.0,150000.0,2142.86
24/10/2024,TOULON,Appartement,119.0,429600.0,3610.08
18/11/2024,TOULON,Appartement,72.0,231500.0,3215.28
21/11/2024,TOULON,Appartement,39.0,270000.0,6923.08
14/10/2024,TOULON,Appartement,62.0,75800.0,1222.58
14/11/2024,TOULON,Appartement,101.0,1835000.0,18168.32
14/11/2024,TOULON,Appartement,101.0,1835000.0,18168.32
14/11/2024,TOULON,Appartement,101.0,1835000.0,18168.32
20/11/2024,TOULON,Maison,120.0,685400.0,5711.67
20/11/2024,TOULON,Maison,120.0,685400.0,5711.67
20/11/2024,TOULON,Maison,120.0,685400.0,5711.67
15/11/2024,TOULON,Maison,75.0,331000.0,4413.33
19/11/2024,TOULON,Appartement,44.0,138000.0,3136.36
14/11/2024,TOULON,Appartement,25.0,85000.0,3400.0
18/11/2024,TOULON,Appartement,50.0,115000.0,2300.0
19/11/2024,TOULON,Appartement,62.0,173000.0,2790.32
15/11/2024,TOULON,Appartement,39.0,85000.0,2179.49
14/11/2024,TOULON,Maison,112.0,412475.0,3682.81
14/11/2024,TOULON,Maison,112.0,412475.0,3682.81
31/10/2024,TOULON,Maison,222.0,1147600.0,5169.37
29/10/2024,TOULON,Appartement,58.0,240000.0,4137.93
14/11/2024,TOULON,Maison,100.0,400000.0,4000.0
15/11/2024,TOULON,Appartement,69.0,160000.0,2318.84
25/10/2024,TOULON,Appartement,58.0,69000.0,1189.66
25/10/2024,TOULON,Appartement,64.0,69000.0,1078.12
25/10/2024,TOULON,Appartement,73.0,69000.0,945.21
21/11/2024,TOULON,Appartement,50.0,90000.0,1800.0
08/11/2024,TOULON,Appartement,59.0,176650.0,2994.07
08/11/2024,TOULON,Appartement,80.0,352400.0,4405.0
15/11/2024,TOULON,Appartement,29.0,99000.0,3413.79
12/11/2024,TOULON,Appartement,42.0,83126.0,1979.19
21/11/2024,TOULON,Maison,183.0,740000.0,4043.72
21/11/2024,TOULON,Maison,183.0,740000.0,4043.72
21/11/2024,TOULON,Maison,183.0,740000.0,4043.72
18/11/2024,TOULON,Appartement,105.0,240000.0,2285.71
15/11/2024,TOULON,Appartement,65.0,167000.0,2569.23
22/11/2024,TOULON,Maison,78.0,333450.0,4275.0
20/11/2024,TOULON,Appartement,67.0,155000.0,2313.43
14/11/2024,TOULON,Appartement,94.0,225000.0,2393.62
08/11/2024,TOULON,Appartement,46.0,110000.0,2391.3
15/11/2024,TOULON,Appartement,61.0,91666.66,1502.73
19/11/2024,TOULON,Appartement,39.0,60000.0,1538.46
19/11/2024,TOULON,Appartement,19.0,60000.0,3157.89
28/03/2024,TOULON,Appartement,54.0,49000.0,907.41
25/11/2024,TOULON,Appartement,58.0,164000.0,2827.59
22/11/2024,TOULON,Maison,60.0,310000.0,5166.67
15/11/2024,TOULON,Maison,88.0,1349500.0,15335.23
26/09/2024,TOULON,Maison,99.0,270000.0,2727.27
22/11/2024,TOULON,Appartement,76.0,150000.0,1973.68
29/10/2024,TOULON,Appartement,28.0,65382.5,2335.09
30/10/2024,TOULON,Appartement,57.0,260000.0,4561.4
21/11/2024,TOULON,Appartement,70.0,115000.0,1642.86
15/11/2024,TOULON,Appartement,31.0,112500.0,3629.03
30/10/2024,TOULON,Maison,130.0,609712.7,4690.1
12/11/2024,TOULON,Maison,37.0,172900.0,4672.97
18/11/2024,TOULON,Appartement,95.0,198500.0,2089.47
22/11/2024,TOULON,Appartement,72.0,166000.0,2305.56
28/11/2024,TOULON,Appartement,55.0,129000.0,2345.45
22/11/2024,TOULON,Appartement,42.0,145000.0,3452.38
31/10/2024,TOULON,Maison,164.0,737000.0,4493.9
19/11/2024,TOULON,Appartement,20.0,95800.0,4790.0
20/11/2024,TOULON,Appartement,74.0,80000.0,1081.08
12/11/2024,TOULON,Appartement,28.0,110000.0,3928.57
22/11/2024,TOULON,Maison,60.0,207000.0,3450.0
08/11/2024,TOULON,Appartement,57.0,236770.0,4153.86
25/11/2024,TOULON,Appartement,92.0,160000.0,1739.13
15/11/2024,TOULON,Appartement,49.0,195730.0,3994.49
06/11/2024,TOULON,Maison,60.0,120000.0,2000.0
22/11/2024,TOULON,Appartement,15.0,79000.0,5266.67
22/11/2024,TOULON,Appartement,15.0,79000.0,5266.67
08/11/2024,TOULON,Appartement,41.0,111000.0,2707.32
28/10/2024,TOULON,Appartement,65.0,130000.0,2000.0
08/11/2024,TOULON,Appartement,68.0,190000.0,2794.12
26/11/2024,TOULON,Appartement,49.0,112000.0,2285.71
15/11/2024,TOULON,Appartement,22.0,87000.0,3954.55
18/11/2024,TOULON,Maison,106.0,477850.0,4508.02
29/11/2024,TOULON,Appartement,43.0,139000.0,3232.56
26/11/2024,TOULON,Appartement,46.0,140000.0,3043.48
19/11/2024,TOULON,Appartement,57.0,159000.0,2789.47
19/11/2024,TOULON,Appartement,58.0,175000.0,3017.24
28/11/2024,TOULON,Appartement,92.0,160000.0,1739.13
26/11/2024,TOULON,Appartement,89.0,470000.0,5280.9
15/11/2024,TOULON,Appartement,56.0,153000.0,2732.14
25/11/2024,TOULON,Appartement,121.0,175000.0,1446.28
25/11/2024,TOULON,Appartement,76.0,244970.0,3223.29
29/11/2024,TOULON,Appartement,58.0,165000.0,2844.83
25/11/2024,TOULON,Appartement,61.0,127000.0,2081.97
20/11/2024,TOULON,Maison,115.0,665000.0,5782.61
21/11/2024,TOULON,Appartement,88.0,317000.0,3602.27
29/11/2024,TOULON,Appartement,54.0,240000.0,4444.44
22/11/2024,TOULON,Appartement,70.0,400000.0,5714.29
27/11/2024,TOULON,Appartement,103.0,212100.0,2059.22
05/11/2024,TOULON,Appartement,137.0,410000.0,2992.7
05/11/2024,TOULON,Appartement,29.0,156000.0,5379.31
28/11/2024,TOULON,Appartement,50.0,115000.0,2300.0
21/11/2024,TOULON,Appartement,50.0,65650.0,1313.0
29/11/2024,TOULON,Appartement,43.0,105000.0,2441.86
22/11/2024,TOULON,Maison,106.0,354900.0,3348.11
06/11/2024,TOULON,Appartement,90.0,45945.0,510.5
28/11/2024,TOULON,Appartement,62.0,140000.0,2258.06
25/11/2024,TOULON,Appartement,11.0,62950.0,5722.73
28/11/2024,TOULON,Appartement,85.0,276000.0,3247.06
18/11/2024,TOULON,Appartement,91.0,362120.0,3979.34
29/11/2024,TOULON,Maison,56.0,335000.0,5982.14
14/11/2024,TOULON,Maison,60.0,235000.0,3916.67
05/12/2024,TOULON,Appartement,46.0,150600.0,3273.91
27/11/2024,TOULON,Appartement,49.0,169000.0,3448.98
13/11/2024,TOULON,Appartement,40.0,180000.0,4500.0
26/11/2024,TOULON,Appartement,93.0,186500.0,2005.38
27/11/2024,TOULON,Appartement,63.0,170000.0,2698.41
21/11/2024,TOULON,Maison,98.0,345000.0,3520.41
28/11/2024,TOULON,Appartement,17.0,75000.0,4411.76
28/11/2024,TOULON,Appartement,45.0,105000.0,2333.33
04/12/2024,TOULON,Appartement,63.0,133000.0,2111.11
25/11/2024,TOULON,Appartement,36.0,124000.0,3444.44
25/11/2024,TOULON,Appartement,46.0,130000.0,2826.09
25/11/2024,TOULON,Appartement,60.0,272000.0,4533.33
02/12/2024,TOULON,Maison,119.0,389850.0,3276.05
26/11/2024,TOULON,Appartement,79.0,75000.0,949.37
22/11/2024,TOULON,Appartement,68.0,149000.0,2191.18
25/11/2024,TOULON,Appartement,50.0,110000.0,2200.0
20/11/2024,TOULON,Appartement,18.0,58000.0,3222.22
22/11/2024,TOULON,Appartement,42.0,110000.0,2619.05
25/11/2024,TOULON,Appartement,64.0,135000.0,2109.38
29/11/2024,TOULON,Appartement,53.0,147200.0,2777.36
21/11/2024,TOULON,Maison,133.0,495810.0,3727.89
28/11/2024,TOULON,Appartement,30.0,90500.0,3016.67
03/12/2024,TOULON,Appartement,52.0,120000.0,2307.69
03/12/2024,TOULON,Appartement,57.0,120000.0,2105.26
29/11/2024,TOULON,Appartement,106.0,1404250.0,13247.64
29/11/2024,TOULON,Appartement,90.0,1404250.0,15602.78
29/11/2024,TOULON,Appartement,78.0,1404250.0,18003.21
29/11/2024,TOULON,Appartement,78.0,1404250.0,18003.21
29/11/2024,TOULON,Appartement,78.0,1404250.0,18003.21
03/12/2024,TOULON,Appartement,56.0,140000.0,2500.0
29/11/2024,TOULON,Appartement,50.0,128000.0,2560.0
05/12/2024,TOULON,Appartement,56.0,130000.0,2321.43
28/11/2024,TOULON,Appartement,28.0,110000.0,3928.57
26/11/2024,TOULON,Appartement,38.0,123000.0,3236.84
02/12/2024,TOULON,Appartement,43.0,155000.0,3604.65
05/12/2024,TOULON,Appartement,67.0,154000.0,2298.51
04/12/2024,TOULON,Appartement,72.0,110000.0,1527.78
05/12/2024,TOULON,Appartement,62.0,90000.0,1451.61
22/11/2024,TOULON,Maison,122.0,714500.0,5856.56
22/11/2024,TOULON,Appartement,75.0,275110.0,3668.13
03/12/2024,TOULON,Appartement,58.0,213000.0,3672.41
05/12/2024,TOULON,Appartement,66.0,161600.0,2448.48
05/12/2024,TOULON,Maison,262.0,1668000.0,6366.41
05/12/2024,TOULON,Maison,262.0,1668000.0,6366.41
02/12/2024,TOULON,Appartement,54.0,125000.0,2314.81
02/12/2024,TOULON,Appartement,32.0,70000.0,2187.5
20/11/2024,TOULON,Appartement,41.0,103000.0,2512.2
15/11/2024,TOULON,Appartement,71.0,200200.0,2819.72
26/11/2024,TOULON,Appartement,23.0,70000.0,3043.48
28/11/2024,TOULON,Appartement,36.0,73000.0,2027.78
29/11/2024,TOULON,Appartement,47.0,99000.0,2106.38
27/11/2024,TOULON,Appartement,62.0,301000.0,4854.84
05/12/2024,TOULON,Appartement,68.0,139900.0,2057.35
27/11/2024,TOULON,Appartement,15.0,57000.0,3800.0
03/12/2024,TOULON,Appartement,58.0,104315.0,1798.53
10/12/2024,TOULON,Appartement,74.0,142000.0,1918.92
14/11/2024,TOULON,Appartement,49.0,153500.0,3132.65
28/11/2024,TOULON,Appartement,80.0,280000.0,3500.0
29/11/2024,TOULON,Maison,55.0,231500.0,4209.09
26/11/2024,TOULON,Appartement,23.0,50000.0,2173.91
10/12/2024,TOULON,Appartement,75.0,142800.0,1904.0
09/12/2024,TOULON,Appartement,69.0,240000.0,3478.26
09/12/2024,TOULON,Appartement,53.0,172120.0,3247.55
11/12/2024,TOULON,Appartement,62.0,285000.0,4596.77
06/12/2024,TOULON,Appartement,62.0,135000.0,2177.42
22/11/2024,TOULON,Appartement,30.0,87000.0,2900.0
10/12/2024,TOULON,Appartement,58.0,230000.0,3965.52
02/12/2024,TOULON,Appartement,53.0,97500.0,1839.62
11/12/2024,TOULON,Appartement,50.0,184000.0,3680.0
02/12/2024,TOULON,Maison,190.0,745600.0,3924.21
03/12/2024,TOULON,Maison,143.0,380000.0,2657.34
03/12/2024,TOULON,Maison,143.0,380000.0,2657.34
11/12/2024,TOULON,Appartement,47.0,75000.0,1595.74
04/12/2024,TOULON,Appartement,20.0,63000.0,3150.0
29/11/2024,TOULON,Appartement,60.0,145000.0,2416.67
03/12/2024,TOULON,Appartement,64.0,182000.0,2843.75
11/12/2024,TOULON,Appartement,55.0,172500.0,3136.36
11/12/2024,TOULON,Appartement,68.0,198000.0,2911.76
10/12/2024,TOULON,Appartement,28.0,73500.0,2625.0
03/12/2024,TOULON,Appartement,46.0,114000.0,2478.26
18/11/2024,TOULON,Maison,77.0,152400.0,1979.22
06/12/2024,TOULON,Appartement,20.0,81000.0,4050.0
29/11/2024,TOULON,Maison,90.0,411000.0,4566.67
09/12/2024,TOULON,Appartement,48.0,147250.0,3067.71
04/12/2024,TOULON,Appartement,108.0,301800.0,2794.44
05/12/2024,TOULON,Appartement,72.0,163000.0,2263.89
09/12/2024,TOULON,Appartement,67.0,138000.0,2059.7
10/12/2024,TOULON,Appartement,56.0,115000.0,2053.57
22/11/2024,TOULON,Appartement,93.0,255000.0,2741.94
26/11/2024,TOULON,Maison,76.0,277000.0,3644.74
09/12/2024,TOULON,Appartement,69.0,150000.0,2173.91
06/12/2024,TOULON,Appartement,40.0,85000.0,2125.0
09/12/2024,TOULON,Appartement,108.0,1447100.0,13399.07
29/11/2024,TOULON,Appartement,35.0,122000.0,3485.71
12/12/2024,TOULON,Appartement,37.0,189000.0,5108.11
05/12/2024,TOULON,Appartement,53.0,165000.0,3113.21
16/12/2024,TOULON,Maison,60.0,415000.0,6916.67
16/12/2024,TOULON,Maison,140.0,664300.0,4745.0
02/12/2024,TOULON,Appartement,76.0,191500.0,2519.74
26/11/2024,TOULON,Appartement,52.0,87000.0,1673.08
06/12/2024,TOULON,Appartement,83.0,215000.0,2590.36
09/12/2024,TOULON,Maison,63.0,285000.0,4523.81
04/12/2024,TOULON,Appartement,80.0,232000.0,2900.0
19/11/2024,TOULON,Appartement,47.0,117000.0,2489.36
12/12/2024,TOULON,Maison,82.0,250000.0,3048.78
24/10/2024,TOULON,Appartement,71.0,250000.0,3521.13
04/12/2024,TOULON,Maison,200.0,252000.0,1260.0
11/12/2024,TOULON,Appartement,26.0,71250.0,2740.38
03/12/2024,TOULON,Appartement,78.0,227000.0,2910.26
03/12/2024,TOULON,Maison,54.0,315000.0,5833.33
30/11/2024,TOULON,Appartement,78.0,44000.0,564.1
11/12/2024,TOULON,Appartement,50.0,97500.0,1950.0
11/12/2024,TOULON,Appartement,60.0,78000.0,1300.0
12/12/2024,TOULON,Appartement,19.0,66000.0,3473.68
12/12/2024,TOULON,Appartement,79.0,115000.0,1455.7
29/11/2024,TOULON,Appartement,80.0,80000.0,1000.0
21/11/2024,TOULON,Appartement,68.0,108000.0,1588.24
10/12/2024,TOULON,Appartement,81.0,230500.0,2845.68
11/12/2024,TOULON,Appartement,56.0,99000.0,1767.86
09/12/2024,TOULON,Appartement,79.0,157000.0,1987.34
11/12/2024,TOULON,Appartement,52.0,124000.0,2384.62
10/12/2024,TOULON,Appartement,110.0,344000.0,3127.27
12/12/2024,TOULON,Appartement,35.0,85000.0,2428.57
13/12/2024,TOULON,Appartement,52.0,144700.0,2782.69
13/12/2024,TOULON,Appartement,31.0,50000.0,1612.9
13/12/2024,TOULON,Appartement,67.0,315150.0,4703.73
13/12/2024,TOULON,Appartement,31.0,40000.0,1290.32
13/12/2024,TOULON,Appartement,80.0,100000.0,1250.0
16/12/2024,TOULON,Maison,84.0,121500.0,1446.43
13/12/2024,TOULON,Appartement,49.0,149000.0,3040.82
13/12/2024,TOULON,Maison,67.0,343350.0,5124.63
16/12/2024,TOULON,Appartement,66.0,125000.0,1893.94
11/12/2024,TOULON,Appartement,66.0,305000.0,4621.21
16/12/2024,TOULON,Appartement,18.0,83000.0,4611.11
20/11/2024,TOULON,Appartement,88.0,286590.0,3256.7
19/12/2024,TOULON,Appartement,68.0,265000.0,3897.06
11/12/2024,TOULON,Appartement,35.0,97000.0,2771.43
28/11/2024,TOULON,Maison,47.0,60000.0,1276.6
28/11/2024,TOULON,Appartement,95.0,310000.0,3263.16
16/12/2024,TOULON,Appartement,67.0,118670.0,1771.19
16/12/2024,TOULON,Appartement,90.0,460000.0,5111.11
16/12/2024,TOULON,Appartement,80.0,460000.0,5750.0
17/12/2024,TOULON,Appartement,102.0,220000.0,2156.86
16/12/2024,TOULON,Appartement,40.0,115000.0,2875.0
12/12/2024,TOULON,Appartement,59.0,300000.0,5084.75
13/12/2024,TOULON,Appartement,48.0,127000.0,2645.83
16/12/2024,TOULON,Maison,91.0,410000.0,4505.49
26/11/2024,TOULON,Appartement,80.0,168000.0,2100.0
21/11/2024,TOULON,Appartement,47.0,115000.0,2446.81
26/11/2024,TOULON,Appartement,54.0,190000.0,3518.52
03/12/2024,TOULON,Appartement,56.0,740000.0,13214.29
03/12/2024,TOULON,Appartement,56.0,740000.0,13214.29
03/12/2024,TOULON,Appartement,72.0,740000.0,10277.78
03/12/2024,TOULON,Appartement,72.0,740000.0,10277.78
12/12/2024,TOULON,Appartement,63.0,158600.0,2517.46
13/12/2024,TOULON,Maison,183.0,617470.0,3374.15
13/12/2024,TOULON,Appartement,35.0,127130.0,3632.29
12/12/2024,TOULON,Appartement,63.0,282000.0,4476.19
13/12/2024,TOULON,Appartement,88.0,219500.0,2494.32
10/12/2024,TOULON,Appartement,48.0,130000.0,2708.33
26/11/2024,TOULON,Appartement,39.0,139620.0,3580.0
13/12/2024,TOULON,Appartement,80.0,165000.0,2062.5
06/12/2024,TOULON,Appartement,50.0,259000.0,5180.0
19/12/2024,TOULON,Appartement,50.0,70000.0,1400.0
18/12/2024,TOULON,Appartement,58.0,249000.0,4293.1
20/12/2024,TOULON,Appartement,70.0,156000.0,2228.57
28/11/2024,TOULON,Appartement,43.0,102000.0,2372.09
02/12/2024,TOULON,Appartement,45.0,140000.0,3111.11
03/12/2024,TOULON,Appartement,39.0,129000.0,3307.69
19/12/2024,TOULON,Appartement,70.0,233860.0,3340.86
06/12/2024,TOULON,Appartement,79.0,775000.0,9810.13
18/12/2024,TOULON,Appartement,56.0,130000.0,2321.43
03/12/2024,TOULON,Appartement,59.0,299000.0,5067.8
12/12/2024,TOULON,Appartement,76.0,152000.0,2000.0
03/12/2024,TOULON,Appartement,64.0,160000.0,2500.0
27/11/2024,TOULON,Appartement,42.0,150000.0,3571.43
05/12/2024,TOULON,Appartement,85.0,200000.0,2352.94
10/12/2024,TOULON,Appartement,58.0,335000.0,5775.86
04/12/2024,TOULON,Appartement,59.0,145000.0,2457.63
20/12/2024,TOULON,Appartement,47.0,109523.81,2330.29
17/12/2024,TOULON,Appartement,52.0,127000.0,2442.31
17/12/2024,TOULON,Appartement,104.0,610000.0,5865.38
09/12/2024,TOULON,Appartement,81.0,185000.0,2283.95
18/12/2024,TOULON,Appartement,40.0,150000.0,3750.0
19/12/2024,TOULON,Appartement,80.0,290000.0,3625.0
19/12/2024,TOULON,Appartement,48.0,290000.0,6041.67
26/12/2024,TOULON,Appartement,52.0,157000.0,3019.23
19/12/2024,TOULON,Appartement,45.0,163600.0,3635.56
21/12/2024,TOULON,Maison,97.0,520000.0,5360.82
13/12/2024,TOULON,Appartement,82.0,296900.0,3620.73
27/12/2024,TOULON,Appartement,28.0,114951.0,4105.39
13/12/2024,TOULON,Appartement,36.0,120000.0,3333.33
20/12/2024,TOULON,Appartement,59.0,115000.0,1949.15
20/12/2024,TOULON,Appartement,68.0,192500.0,2830.88
19/12/2024,TOULON,Maison,99.0,412700.0,4168.69
20/12/2024,TOULON,Appartement,66.0,158000.0,2393.94
16/12/2024,TOULON,Maison,212.0,1500000.0,7075.47
16/12/2024,TOULON,Appartement,23.0,93250.0,4054.35
16/12/2024,TOULON,Appartement,57.0,130000.0,2280.7
17/12/2024,TOULON,Appartement,67.0,93400.0,1394.03
11/12/2024,TOULON,Appartement,77.0,178000.0,2311.69
12/12/2024,TOULON,Appartement,30.0,130000.0,4333.33
12/12/2024,TOULON,Appartement,30.0,146350.0,4878.33
27/12/2024,TOULON,Appartement,61.0,145000.0,2377.05
11/12/2024,TOULON,Appartement,68.0,100000.0,1470.59
13/12/2024,TOULON,Appartement,75.0,437130.0,5828.4
06/12/2024,TOULON,Appartement,28.0,160000.0,5714.29
13/12/2024,TOULON,Appartement,58.0,720000.0,12413.79
13/12/2024,TOULON,Appartement,40.0,720000.0,18000.0
13/12/2024,TOULON,Appartement,36.0,720000.0,20000.0
13/12/2024,TOULON,Appartement,37.0,720000.0,19459.46
12/12/2024,TOULON,Maison,85.0,370000.0,4352.94
13/12/2024,TOULON,Appartement,80.0,460520.0,5756.5
17/12/2024,TOULON,Maison,310.0,2400000.0,7741.94
17/12/2024,TOULON,Maison,310.0,2400000.0,7741.94
17/12/2024,TOULON,Appartement,65.0,126000.0,1938.46
17/12/2024,TOULON,Appartement,53.0,95000.0,1792.45
16/12/2024,TOULON,Maison,84.0,730000.0,8690.48
09/12/2024,TOULON,Appartement,66.0,139550.0,2114.39
23/12/2024,TOULON,Appartement,72.0,100000.0,1388.89
18/12/2024,TOULON,Appartement,61.0,158400.0,2596.72
13/12/2024,TOULON,Appartement,125.0,403750.0,3230.0
13/12/2024,TOULON,Appartement,45.0,403750.0,8972.22
27/12/2024,TOULON,Appartement,11.0,49175.0,4470.45
10/12/2024,TOULON,Appartement,47.0,135000.0,2872.34
23/12/2024,TOULON,Appartement,65.0,156000.0,2400.0
20/12/2024,TOULON,Maison,48.0,250000.0,5208.33
10/12/2024,TOULON,Appartement,30.0,69000.0,2300.0
30/12/2024,TOULON,Maison,60.0,280000.0,4666.67
19/12/2024,TOULON,Appartement,63.0,180000.0,2857.14
20/12/2024,TOULON,Appartement,82.0,160000.0,1951.22
26/09/2024,TOULON,Appartement,39.0,76000.0,1948.72
23/12/2024,TOULON,Appartement,90.0,420000.0,4666.67
17/12/2024,TOULON,Appartement,62.0,199880.0,3223.87
19/12/2024,TOULON,Appartement,34.0,136500.0,4014.71
16/12/2024,TOULON,Appartement,36.0,75500.0,2097.22
23/12/2024,TOULON,Appartement,29.0,116000.0,4000.0
27/12/2024,TOULON,Appartement,71.0,157000.0,2211.27
27/12/2024,TOULON,Appartement,19.0,77551.0,4081.63
27/12/2024,TOULON,Appartement,58.0,41860.0,721.72
16/12/2024,TOULON,Appartement,38.0,82000.0,2157.89
16/12/2024,TOULON,Maison,135.0,650000.0,4814.81
17/12/2024,TOULON,Appartement,37.0,146800.0,3967.57
18/12/2024,TOULON,Maison,70.0,400000.0,5714.29
20/12/2024,TOULON,Appartement,72.0,400000.0,5555.56
20/12/2024,TOULON,Appartement,38.0,400000.0,10526.32
18/12/2024,TOULON,Appartement,120.0,181250.0,1510.42
27/12/2024,TOULON,Appartement,59.0,200000.0,3389.83
23/12/2024,TOULON,Appartement,32.0,92000.0,2875.0
19/12/2024,TOULON,Maison,89.0,481040.0,5404.94
18/12/2024,TOULON,Appartement,61.0,154000.0,2524.59
26/11/2024,TOULON,Appartement,27.0,75000.0,2777.78
12/07/2024,TOULON,Maison,99.0,305800.0,3088.89
19/12/2024,TOULON,Appartement,70.0,199400.0,2848.57
23/12/2024,TOULON,Appartement,70.0,273571.0,3908.16
20/12/2024,TOULON,Appartement,28.0,70000.0,2500.0
20/12/2024,TOULON,Appartement,45.0,120000.0,2666.67
19/12/2024,TOULON,Appartement,70.0,135000.0,1928.57
20/12/2024,TOULON,Appartement,18.0,68000.0,3777.78
18/12/2024,TOULON,Appartement,82.0,130000.0,1585.37
17/12/2024,TOULON,Appartement,65.0,160000.0,2461.54
18/12/2024,TOULON,Maison,67.0,240000.0,3582.09
27/12/2024,TOULON,Appartement,53.0,280000.0,5283.02
31/12/2024,TOULON,Appartement,69.0,140000.0,2028.99
18/12/2024,TOULON,Appartement,66.0,340000.0,5151.52
27/12/2024,TOULON,Appartement,70.0,117000.0,1671.43
16/12/2024,TOULON,Appartement,75.0,185000.0,2466.67
20/12/2024,TOULON,Appartement,52.0,97000.0,1865.38
27/12/2024,TOULON,Appartement,74.0,210000.0,2837.84
20/12/2024,TOULON,Appartement,80.0,153000.0,1912.5
20/12/2024,TOULON,Appartement,53.0,121000.0,2283.02
